TimeStamp,TYPE_ACCELEROMETER_X,TYPE_ACCELEROMETER_Y,TYPE_ACCELEROMETER_Z,TYPE_MAGNETIC_FIELD_X,TYPE_MAGNETIC_FIELD_Y,TYPE_MAGNETIC_FIELD_Z,TYPE_GYROSCOPE_X,TYPE_GYROSCOPE_Y,TYPE_GYROSCOPE_Z,TYPE_ROTATION_VECTOR_X,TYPE_ROTATION_VECTOR_Y,TYPE_ROTATION_VECTOR_Z,TYPE_LINEAR_ACCELERATION_X,TYPE_LINEAR_ACCELERATION_Y,TYPE_LINEAR_ACCELERATION_Z,TYPE_GRAVITY_X,TYPE_GRAVITY_Y,TYPE_GRAVITY_Z
20160924-002621,-3.7588959,7.5800323,9.483429,-14.453125,-33.31604,-26.805115,-3.445053,2.8016357,-0.051132202,0.5209961,-0.1925354,-0.15826416,1.2808838,-3.5443115,-2.1736298,-1.2665253,7.7581024,5.863098
20160924-002621,-3.7588959,7.5800323,9.483429,-14.453125,-33.31604,-26.805115,-3.445053,2.8016357,-0.051132202,0.31219482,0.15008545,-0.10624695,1.2808838,-3.5443115,-2.1736298,-1.2665253,7.7581024,5.863098
20160924-002621,-3.7157898,5.9711304,8.45871,-14.453125,-33.31604,-26.805115,-3.445053,2.8016357,-0.051132202,0.31219482,0.15008545,-0.10624695,1.2808838,-3.5443115,-2.1736298,-1.2665253,7.7581024,5.863098
20160924-002621,-3.7157898,5.9711304,8.45871,11.00769,-15.995789,-43.138123,-3.445053,2.8016357,-0.051132202,0.31219482,0.15008545,-0.10624695,1.2808838,-3.5443115,-2.1736298,-1.2665253,7.7581024,5.863098
20160924-002621,-4.539398,2.0542145,7.625519,11.00769,-15.995789,-43.138123,-3.445053,2.8016357,-0.051132202,0.31219482,0.15008545,-0.10624695,1.2808838,-3.5443115,-2.1736298,-1.2665253,7.7581024,5.863098
20160924-002621,-4.539398,2.0542145,7.625519,11.00769,-15.995789,-43.138123,-3.445053,2.8016357,-0.051132202,0.31219482,0.15008545,-0.10624695,1.2808838,-3.5443115,-2.1736298,-3.0811768,3.939804,8.435211
20160924-002621,-4.539398,2.0542145,7.625519,11.00769,-15.995789,-43.138123,-3.445053,2.8016357,-0.051132202,0.31219482,0.15008545,-0.10624695,-1.4582062,-1.8855743,-0.8096771,-3.0811768,3.939804,8.435211
20160924-002621,-1.9249268,2.604889,7.563278,11.00769,-15.995789,-43.138123,-3.445053,2.8016357,-0.051132202,0.31219482,0.15008545,-0.10624695,-1.4582062,-1.8855743,-0.8096771,-3.0811768,3.939804,8.435211
20160924-002621,-1.9249268,2.604889,7.563278,11.00769,-15.995789,-43.138123,-3.2703552,-4.7574615,-0.32385254,0.31219482,0.15008545,-0.10624695,-1.4582062,-1.8855743,-0.8096771,-3.0811768,3.939804,8.435211
20160924-002622,-1.9249268,2.604889,7.563278,-6.9641113,4.18396,-44.755554,-3.2703552,-4.7574615,-0.32385254,0.31219482,0.15008545,-0.10624695,-1.4582062,-1.8855743,-0.8096771,-3.0811768,3.939804,8.435211
20160924-002622,-1.9249268,2.604889,7.563278,-6.9641113,4.18396,-44.755554,-3.2703552,-4.7574615,-0.32385254,0.05253601,-0.03060913,-0.16699219,-1.4582062,-1.8855743,-0.8096771,-3.0811768,3.939804,8.435211
20160924-002622,2.8490906,-1.316803,11.06839,-6.9641113,4.18396,-44.755554,-3.2703552,-4.7574615,-0.32385254,0.05253601,-0.03060913,-0.16699219,-1.4582062,-1.8855743,-0.8096771,-3.0811768,3.939804,8.435211
20160924-002622,2.7293854,0.77571106,12.78743,-6.9641113,4.18396,-44.755554,-3.2703552,-4.7574615,-0.32385254,0.05253601,-0.03060913,-0.16699219,-1.4582062,-1.8855743,-0.8096771,-3.0811768,3.939804,8.435211
20160924-002622,2.7293854,0.77571106,12.78743,-6.9641113,4.18396,-44.755554,-3.2703552,-4.7574615,-0.32385254,0.05253601,-0.03060913,-0.16699219,-1.4582062,-1.8855743,-0.8096771,1.9363098,1.6317902,9.473999
20160924-002622,2.7293854,0.77571106,12.78743,-6.9641113,4.18396,-44.755554,-3.2703552,-4.7574615,-0.32385254,0.05253601,-0.03060913,-0.16699219,0.79307556,-0.85606384,3.3134155,1.9363098,1.6317902,9.473999
20160924-002622,1.5083466,2.4612274,9.727631,-6.9641113,4.18396,-44.755554,-3.2703552,-4.7574615,-0.32385254,0.05253601,-0.03060913,-0.16699219,0.79307556,-0.85606384,3.3134155,1.9363098,1.6317902,9.473999
20160924-002622,1.5083466,2.4612274,9.727631,-6.9641113,4.18396,-44.755554,4.7414856,0.4037323,0.66470337,0.05253601,-0.03060913,-0.16699219,0.79307556,-0.85606384,3.3134155,1.9363098,1.6317902,9.473999
20160924-002622,1.5083466,2.4612274,9.727631,-16.28418,-8.932495,-42.49115,4.7414856,0.4037323,0.66470337,0.05253601,-0.03060913,-0.16699219,0.79307556,-0.85606384,3.3134155,1.9363098,1.6317902,9.473999
20160924-002622,1.5083466,2.4612274,9.727631,-16.28418,-8.932495,-42.49115,4.7414856,0.4037323,0.66470337,0.2783203,-0.14526367,-0.13494873,0.79307556,-0.85606384,3.3134155,1.9363098,1.6317902,9.473999
20160924-002622,1.0103455,6.397293,8.157043,-16.28418,-8.932495,-42.49115,4.7414856,0.4037323,0.66470337,0.2783203,-0.14526367,-0.13494873,0.79307556,-0.85606384,3.3134155,1.9363098,1.6317902,9.473999
20160924-002622,1.7238159,6.1147766,6.179428,-16.28418,-8.932495,-42.49115,4.7414856,0.4037323,0.66470337,0.2783203,-0.14526367,-0.13494873,0.79307556,-0.85606384,3.3134155,1.9363098,1.6317902,9.473999
20160924-002622,1.7238159,6.1147766,6.179428,-16.28418,-8.932495,-42.49115,4.7414856,0.4037323,0.66470337,0.2783203,-0.14526367,-0.13494873,0.79307556,-0.85606384,3.3134155,2.15448,7.5715027,5.847824
20160924-002622,1.7238159,6.1147766,6.179428,-16.28418,-8.932495,-42.49115,4.7414856,0.4037323,0.66470337,0.2783203,-0.14526367,-0.13494873,-0.4306488,-1.4567108,0.33158875,2.15448,7.5715027,5.847824
20160924-002622,3.2321625,7.704529,4.656708,-16.28418,-8.932495,-42.49115,4.7414856,0.4037323,0.66470337,0.2783203,-0.14526367,-0.13494873,-0.4306488,-1.4567108,0.33158875,2.15448,7.5715027,5.847824
20160924-002622,3.2321625,7.704529,4.656708,-16.28418,-8.932495,-42.49115,2.3031006,1.7906952,0.3142395,0.2783203,-0.14526367,-0.13494873,-0.4306488,-1.4567108,0.33158875,2.15448,7.5715027,5.847824
20160924-002622,3.2321625,7.704529,4.656708,-14.619446,-31.466675,-33.111572,2.3031006,1.7906952,0.3142395,0.2783203,-0.14526367,-0.13494873,-0.4306488,-1.4567108,0.33158875,2.15448,7.5715027,5.847824
20160924-002622,3.2321625,7.704529,4.656708,-14.619446,-31.466675,-33.111572,2.3031006,1.7906952,0.3142395,0.52552795,-0.09970093,-0.011459351,-0.4306488,-1.4567108,0.33158875,2.15448,7.5715027,5.847824
20160924-002622,3.8881683,11.487366,3.277649,-14.619446,-31.466675,-33.111572,2.3031006,1.7906952,0.3142395,0.52552795,-0.09970093,-0.011459351,-0.4306488,-1.4567108,0.33158875,2.15448,7.5715027,5.847824
20160924-002622,-1.0007629,6.64151,1.1755524,-14.619446,-31.466675,-33.111572,2.3031006,1.7906952,0.3142395,0.52552795,-0.09970093,-0.011459351,-0.4306488,-1.4567108,0.33158875,2.15448,7.5715027,5.847824
20160924-002622,-1.0007629,6.64151,1.1755524,-14.619446,-31.466675,-33.111572,2.3031006,1.7906952,0.3142395,0.52552795,-0.09970093,-0.011459351,-0.4306488,-1.4567108,0.33158875,-2.7227936,8.5902405,3.8681183
20160924-002622,-1.0007629,6.64151,1.1755524,-14.619446,-31.466675,-33.111572,2.3031006,1.7906952,0.3142395,0.52552795,-0.09970093,-0.011459351,1.7220154,-1.9487305,-2.692566,-2.7227936,8.5902405,3.8681183
20160924-002622,-5.913666,8.561661,0.29927063,-14.619446,-31.466675,-33.111572,2.3031006,1.7906952,0.3142395,0.52552795,-0.09970093,-0.011459351,1.7220154,-1.9487305,-2.692566,-2.7227936,8.5902405,3.8681183
20160924-002622,-5.913666,8.561661,0.29927063,-14.619446,-31.466675,-33.111572,-2.1433105,2.74411,-0.6242523,0.52552795,-0.09970093,-0.011459351,1.7220154,-1.9487305,-2.692566,-2.7227936,8.5902405,3.8681183
20160924-002622,-5.913666,8.561661,0.29927063,22.82257,-29.28009,-27.127075,-2.1433105,2.74411,-0.6242523,0.52552795,-0.09970093,-0.011459351,1.7220154,-1.9487305,-2.692566,-2.7227936,8.5902405,3.8681183
20160924-002622,-5.913666,8.561661,0.29927063,22.82257,-29.28009,-27.127075,-2.1433105,2.74411,-0.6242523,0.41944885,0.34536743,0.09892273,1.7220154,-1.9487305,-2.692566,-2.7227936,8.5902405,3.8681183
20160924-002622,-5.4108887,9.423569,7.9367676,22.82257,-29.28009,-27.127075,-2.1433105,2.74411,-0.6242523,0.41944885,0.34536743,0.09892273,1.7220154,-1.9487305,-2.692566,-2.7227936,8.5902405,3.8681183
20160924-002622,-5.3390656,7.110779,2.4205322,22.82257,-29.28009,-27.127075,-2.1433105,2.74411,-0.6242523,0.41944885,0.34536743,0.09892273,1.7220154,-1.9487305,-2.692566,-2.7227936,8.5902405,3.8681183
20160924-002622,-5.3390656,7.110779,2.4205322,22.82257,-29.28009,-27.127075,-2.1433105,2.74411,-0.6242523,0.41944885,0.34536743,0.09892273,1.7220154,-1.9487305,-2.692566,-5.1443787,7.6217804,3.4079895
20160924-002622,-5.3390656,7.110779,2.4205322,22.82257,-29.28009,-27.127075,-2.1433105,2.74411,-0.6242523,0.41944885,0.34536743,0.09892273,-0.19467163,-0.5110016,-0.9874573,-5.1443787,7.6217804,3.4079895
20160924-002622,-3.5290527,6.847412,1.2808838,22.82257,-29.28009,-27.127075,-2.1433105,2.74411,-0.6242523,0.41944885,0.34536743,0.09892273,-0.19467163,-0.5110016,-0.9874573,-5.1443787,7.6217804,3.4079895
20160924-002622,-3.5290527,6.847412,1.2808838,26.483154,-26.254272,-28.42102,-2.1433105,2.74411,-0.6242523,0.41944885,0.34536743,0.09892273,-0.19467163,-0.5110016,-0.9874573,-5.1443787,7.6217804,3.4079895
20160924-002622,-3.5290527,6.847412,1.2808838,26.483154,-26.254272,-28.42102,-1.8045502,-4.9502716,-0.18748474,0.41944885,0.34536743,0.09892273,-0.19467163,-0.5110016,-0.9874573,-5.1443787,7.6217804,3.4079895
20160924-002622,-3.5290527,6.847412,1.2808838,26.483154,-26.254272,-28.42102,-1.8045502,-4.9502716,-0.18748474,0.39291382,0.19416809,0.0076904297,-0.19467163,-0.5110016,-0.9874573,-5.1443787,7.6217804,3.4079895
20160924-002622,-0.7709198,5.056549,7.7787476,26.483154,-26.254272,-28.42102,-1.8045502,-4.9502716,-0.18748474,0.39291382,0.19416809,0.0076904297,-0.19467163,-0.5110016,-0.9874573,-5.1443787,7.6217804,3.4079895
20160924-002622,-0.7709198,5.056549,7.7787476,26.483154,-26.254272,-28.42102,-1.8045502,-4.9502716,-0.18748474,0.39291382,0.19416809,0.0076904297,-0.19467163,-0.5110016,-0.9874573,1.8016357,4.9139404,8.29306
20160924-002622,-0.7709198,5.056549,7.7787476,26.483154,-26.254272,-28.42102,-1.8045502,-4.9502716,-0.18748474,0.39291382,0.19416809,0.0076904297,-2.5725555,0.14259338,-0.5142975,1.8016357,4.9139404,8.29306
20160924-002622,1.3311615,5.027817,13.3524475,26.483154,-26.254272,-28.42102,-1.8045502,-4.9502716,-0.18748474,0.39291382,0.19416809,0.0076904297,-2.5725555,0.14259338,-0.5142975,1.8016357,4.9139404,8.29306
20160924-002622,1.3311615,5.027817,13.3524475,-22.27478,-9.942627,-39.579773,-1.8045502,-4.9502716,-0.18748474,0.39291382,0.19416809,0.0076904297,-2.5725555,0.14259338,-0.5142975,1.8016357,4.9139404,8.29306
20160924-002622,5.2480774,4.170685,6.6199646,-22.27478,-9.942627,-39.579773,-1.8045502,-4.9502716,-0.18748474,0.39291382,0.19416809,0.0076904297,-2.5725555,0.14259338,-0.5142975,1.8016357,4.9139404,8.29306
20160924-002622,5.2480774,4.170685,6.6199646,-22.27478,-9.942627,-39.579773,1.7779236,-1.0737762,-0.46339417,0.39291382,0.19416809,0.0076904297,-2.5725555,0.14259338,-0.5142975,1.8016357,4.9139404,8.29306
20160924-002622,5.2480774,4.170685,6.6199646,-22.27478,-9.942627,-39.579773,1.7779236,-1.0737762,-0.46339417,0.27548218,-0.26106262,-0.16069031,-2.5725555,0.14259338,-0.5142975,1.8016357,4.9139404,8.29306
20160924-002623,3.0885162,6.4308167,5.6431274,-22.27478,-9.942627,-39.579773,1.7779236,-1.0737762,-0.46339417,0.27548218,-0.26106262,-0.16069031,-2.5725555,0.14259338,-0.5142975,1.8016357,4.9139404,8.29306
20160924-002623,3.0885162,6.4308167,5.6431274,-22.27478,-9.942627,-39.579773,1.7779236,-1.0737762,-0.46339417,0.27548218,-0.26106262,-0.16069031,-2.5725555,0.14259338,-0.5142975,1.6955414,6.810898,6.8486023
20160924-002623,3.0885162,6.4308167,5.6431274,-22.27478,-9.942627,-39.579773,1.7779236,-1.0737762,-0.46339417,0.27548218,-0.26106262,-0.16069031,1.3929749,-0.38006592,-1.2054749,1.6955414,6.810898,6.8486023
20160924-002623,2.1835022,6.2009735,7.78833,-22.27478,-9.942627,-39.579773,1.7779236,-1.0737762,-0.46339417,0.27548218,-0.26106262,-0.16069031,1.3929749,-0.38006592,-1.2054749,1.6955414,6.810898,6.8486023
20160924-002623,2.1835022,6.2009735,7.78833,-5.467224,-25.24414,-39.41803,1.7779236,-1.0737762,-0.46339417,0.27548218,-0.26106262,-0.16069031,1.3929749,-0.38006592,-1.2054749,1.6955414,6.810898,6.8486023
20160924-002623,-0.93852234,7.733261,6.442795,-5.467224,-25.24414,-39.41803,1.7779236,-1.0737762,-0.46339417,0.27548218,-0.26106262,-0.16069031,1.3929749,-0.38006592,-1.2054749,1.6955414,6.810898,6.8486023
20160924-002623,-0.93852234,7.733261,6.442795,-5.467224,-25.24414,-39.41803,0.70732117,3.8690338,-1.5563507,0.27548218,-0.26106262,-0.16069031,1.3929749,-0.38006592,-1.2054749,1.6955414,6.810898,6.8486023
20160924-002623,-0.93852234,7.733261,6.442795,-5.467224,-25.24414,-39.41803,0.70732117,3.8690338,-1.5563507,0.44395447,0.088516235,-0.1000824,1.3929749,-0.38006592,-1.2054749,1.6955414,6.810898,6.8486023
20160924-002623,-3.265686,7.024582,4.795578,-5.467224,-25.24414,-39.41803,0.70732117,3.8690338,-1.5563507,0.44395447,0.088516235,-0.1000824,1.3929749,-0.38006592,-1.2054749,1.6955414,6.810898,6.8486023
20160924-002623,-3.265686,7.024582,4.795578,-5.467224,-25.24414,-39.41803,0.70732117,3.8690338,-1.5563507,0.44395447,0.088516235,-0.1000824,1.3929749,-0.38006592,-1.2054749,-3.5543365,7.609207,5.0631256
20160924-002623,-3.265686,7.024582,4.795578,-5.467224,-25.24414,-39.41803,0.70732117,3.8690338,-1.5563507,0.44395447,0.088516235,-0.1000824,0.2886505,-0.58462524,-0.2675476,-3.5543365,7.609207,5.0631256
20160924-002623,-5.353424,8.298294,3.0861206,-5.467224,-25.24414,-39.41803,0.70732117,3.8690338,-1.5563507,0.44395447,0.088516235,-0.1000824,0.2886505,-0.58462524,-0.2675476,-3.5543365,7.609207,5.0631256
20160924-002623,-5.353424,8.298294,3.0861206,15.000916,-28.103638,-34.405518,0.70732117,3.8690338,-1.5563507,0.44395447,0.088516235,-0.1000824,0.2886505,-0.58462524,-0.2675476,-3.5543365,7.609207,5.0631256
20160924-002623,-3.4141235,7.642288,4.661499,15.000916,-28.103638,-34.405518,0.70732117,3.8690338,-1.5563507,0.44395447,0.088516235,-0.1000824,0.2886505,-0.58462524,-0.2675476,-3.5543365,7.609207,5.0631256
20160924-002623,-3.4141235,7.642288,4.661499,15.000916,-28.103638,-34.405518,-0.17469788,0.024490356,0.002105713,0.44395447,0.088516235,-0.1000824,0.2886505,-0.58462524,-0.2675476,-3.5543365,7.609207,5.0631256
20160924-002623,-3.4141235,7.642288,4.661499,15.000916,-28.103638,-34.405518,-0.17469788,0.024490356,0.002105713,0.45961,0.18144226,-0.07411194,0.2886505,-0.58462524,-0.2675476,-3.5543365,7.609207,5.0631256
20160924-002623,-3.4715881,7.9439545,2.2720947,15.000916,-28.103638,-34.405518,-0.17469788,0.024490356,0.002105713,0.45961,0.18144226,-0.07411194,0.2886505,-0.58462524,-0.2675476,-3.5543365,7.609207,5.0631256
20160924-002623,-3.4715881,7.9439545,2.2720947,15.000916,-28.103638,-34.405518,-0.17469788,0.024490356,0.002105713,0.45961,0.18144226,-0.07411194,0.2886505,-0.58462524,-0.2675476,-3.6773376,7.4459534,5.2157593
20160924-002623,-3.4715881,7.9439545,2.2720947,15.000916,-28.103638,-34.405518,-0.17469788,0.024490356,0.002105713,0.45961,0.18144226,-0.07411194,0.20574951,0.49798584,-2.9436646,-3.6773376,7.4459534,5.2157593
20160924-002623,-4.2520905,7.939163,5.901703,15.000916,-28.103638,-34.405518,-0.17469788,0.024490356,0.002105713,0.45961,0.18144226,-0.07411194,0.20574951,0.49798584,-2.9436646,-3.6773376,7.4459534,5.2157593
20160924-002623,-4.2520905,7.939163,5.901703,15.99884,-26.086426,-35.375977,-0.17469788,0.024490356,0.002105713,0.45961,0.18144226,-0.07411194,0.20574951,0.49798584,-2.9436646,-3.6773376,7.4459534,5.2157593
20160924-002623,-3.3183594,7.254425,5.384552,15.99884,-26.086426,-35.375977,-0.17469788,0.024490356,0.002105713,0.45961,0.18144226,-0.07411194,0.20574951,0.49798584,-2.9436646,-3.6773376,7.4459534,5.2157593
20160924-002623,-3.3183594,7.254425,5.384552,15.99884,-26.086426,-35.375977,-0.85113525,-1.0173187,0.015960693,0.45961,0.18144226,-0.07411194,0.20574951,0.49798584,-2.9436646,-3.6773376,7.4459534,5.2157593
20160924-002623,-3.3183594,7.254425,5.384552,15.99884,-26.086426,-35.375977,-0.85113525,-1.0173187,0.015960693,0.42510986,0.13980103,-0.0856781,0.20574951,0.49798584,-2.9436646,-3.6773376,7.4459534,5.2157593
20160924-002623,-2.3558807,6.962326,6.471512,15.99884,-26.086426,-35.375977,-0.85113525,-1.0173187,0.015960693,0.42510986,0.13980103,-0.0856781,0.20574951,0.49798584,-2.9436646,-3.6773376,7.4459534,5.2157593
20160924-002623,-2.3558807,6.962326,6.471512,15.99884,-26.086426,-35.375977,-0.85113525,-1.0173187,0.015960693,0.42510986,0.13980103,-0.0856781,0.20574951,0.49798584,-2.9436646,-2.8226013,7.042679,6.2129517
20160924-002623,-2.3558807,6.962326,6.471512,15.99884,-26.086426,-35.375977,-0.85113525,-1.0173187,0.015960693,0.42510986,0.13980103,-0.0856781,0.46670532,-0.08035278,0.25856018,-2.8226013,7.042679,6.2129517
20160924-002623,-3.0549927,7.0437317,6.1602783,15.99884,-26.086426,-35.375977,-0.85113525,-1.0173187,0.015960693,0.42510986,0.13980103,-0.0856781,0.46670532,-0.08035278,0.25856018,-2.8226013,7.042679,6.2129517
20160924-002623,-3.0549927,7.0437317,6.1602783,10.00824,-23.059082,-37.638855,-0.85113525,-1.0173187,0.015960693,0.42510986,0.13980103,-0.0856781,0.46670532,-0.08035278,0.25856018,-2.8226013,7.042679,6.2129517
20160924-002623,-2.8012085,6.9000854,6.490677,10.00824,-23.059082,-37.638855,-0.85113525,-1.0173187,0.015960693,0.42510986,0.13980103,-0.0856781,0.46670532,-0.08035278,0.25856018,-2.8226013,7.042679,6.2129517
20160924-002623,-2.8012085,6.9000854,6.490677,10.00824,-23.059082,-37.638855,0.1885376,0.38987732,-0.051132202,0.42510986,0.13980103,-0.0856781,0.46670532,-0.08035278,0.25856018,-2.8226013,7.042679,6.2129517
20160924-002623,-2.8012085,6.9000854,6.490677,10.00824,-23.059082,-37.638855,0.1885376,0.38987732,-0.051132202,0.40563965,0.121795654,-0.08828735,0.46670532,-0.08035278,0.25856018,-2.8226013,7.042679,6.2129517
20160924-002623,-2.8969727,6.8761444,6.150696,10.00824,-23.059082,-37.638855,0.1885376,0.38987732,-0.051132202,0.40563965,0.121795654,-0.08828735,0.46670532,-0.08035278,0.25856018,-2.8226013,7.042679,6.2129517
20160924-002623,-2.8969727,6.8761444,6.150696,10.00824,-23.059082,-37.638855,0.1885376,0.38987732,-0.051132202,0.40563965,0.121795654,-0.08828735,0.46670532,-0.08035278,0.25856018,-2.9894562,7.042984,6.1342316
20160924-002623,-2.8969727,6.8761444,6.150696,10.00824,-23.059082,-37.638855,0.1885376,0.38987732,-0.051132202,0.40563965,0.121795654,-0.08828735,0.09246826,-0.1668396,0.016448975,-2.9894562,7.042984,6.1342316
20160924-002623,-2.8969727,6.8761444,6.150696,13.169861,-21.881104,-38.771057,0.1885376,0.38987732,-0.051132202,0.40563965,0.121795654,-0.08828735,0.09246826,-0.1668396,0.016448975,-2.9894562,7.042984,6.1342316
20160924-002623,-3.021469,7.206543,6.428421,13.169861,-21.881104,-38.771057,0.1885376,0.38987732,-0.051132202,0.40563965,0.121795654,-0.08828735,0.09246826,-0.1668396,0.016448975,-2.9894562,7.042984,6.1342316
20160924-002623,-2.8442993,6.914444,5.9687347,13.169861,-21.881104,-38.771057,0.1885376,0.38987732,-0.051132202,0.40563965,0.121795654,-0.08828735,0.09246826,-0.1668396,0.016448975,-2.9894562,7.042984,6.1342316
20160924-002623,-2.8442993,6.914444,5.9687347,13.169861,-21.881104,-38.771057,0.290802,0.6487427,-0.090545654,0.40563965,0.121795654,-0.08828735,0.09246826,-0.1668396,0.016448975,-2.9894562,7.042984,6.1342316
20160924-002623,-2.8442993,6.914444,5.9687347,13.169861,-21.881104,-38.771057,0.290802,0.6487427,-0.090545654,0.42616272,0.1496582,-0.08358765,0.09246826,-0.1668396,0.016448975,-2.9894562,7.042984,6.1342316
20160924-002623,-3.672699,7.091614,5.5569305,13.169861,-21.881104,-38.771057,0.290802,0.6487427,-0.090545654,0.42616272,0.1496582,-0.08358765,0.09246826,-0.1668396,0.016448975,-2.9894562,7.042984,6.1342316
20160924-002624,-3.672699,7.091614,5.5569305,13.169861,-21.881104,-38.771057,0.290802,0.6487427,-0.090545654,0.42616272,0.1496582,-0.08358765,0.09246826,-0.1668396,0.016448975,-3.346634,7.0428314,5.946884
20160924-002624,-3.672699,7.091614,5.5569305,13.169861,-21.881104,-38.771057,0.290802,0.6487427,-0.090545654,0.42616272,0.1496582,-0.08358765,-0.3260498,0.04876709,-0.3899536,-3.346634,7.0428314,5.946884
20160924-002624,-3.672699,7.091614,5.5569305,13.83667,-22.891235,-38.124084,0.290802,0.6487427,-0.090545654,0.42616272,0.1496582,-0.08358765,-0.3260498,0.04876709,-0.3899536,-3.346634,7.0428314,5.946884
20160924-002624,-3.1794891,6.986267,5.9878845,13.83667,-22.891235,-38.124084,0.290802,0.6487427,-0.090545654,0.42616272,0.1496582,-0.08358765,-0.3260498,0.04876709,-0.3899536,-3.346634,7.0428314,5.946884
